Data Series,Market,Region,Country,Import (Million Dollars),Export (Million Dollars)
2006 Mar,Total All Markets,Africa,Tanzania,1.8,1.3
2006 Mar,Total All Markets,Africa,Tunisia,0.4,1.3
2006 Mar,Total All Markets,Africa,Zambia,0.1,0.2
2006 Mar,Total All Markets,Africa,Zimbabwe,3.4,0.4
2006 Mar,Total All Markets,America,Antigua And Barbuda,0,22.3
2006 Mar,Total All Markets,America,Argentina,2,7.2
2006 Mar,Total All Markets,America,Bahamas,0.1,45.4
2006 Mar,Total All Markets,America,Bermuda,0,6.5
2006 Mar,Total All Markets,America,Brazil,143.4,333.6
2006 Mar,Total All Markets,America,Canada,146.3,40.6
2006 Mar,Total All Markets,America,Chile,14.1,1.7
2006 Mar,Total All Markets,America,Colombia,2.4,1.8
2006 Mar,Total All Markets,America,Costa Rica,30.5,3
2006 Mar,Total All Markets,America,Cuba,0.7,0.1
2006 Mar,Total All Markets,America,Dominican Rep,2.9,0.5
2006 Mar,Total All Markets,America,Ecuador,0.5,0.2
2006 Mar,Total All Markets,America,El Salvador,1.9,0.2
2006 Mar,Total All Markets,America,Guatemala,0.2,0.3
2006 Mar,Total All Markets,America,Guyana,0.5,0
2006 Mar,Total All Markets,America,Honduras,0,2
2006 Mar,Total All Markets,America,Jamaica,0.1,0.1
2006 Mar,Total All Markets,America,Mexico,84.9,123.9
2006 Mar,Total All Markets,America,NA,4154,3443.2
2006 Mar,Total All Markets,America,Netherlands Antilles,0.1,3.6
2006 Mar,Total All Markets,America,Other Markets America,0.3,6.6
2006 Mar,Total All Markets,America,Panama,0,314
2006 Mar,Total All Markets,America,Paraguay,0.1,0
2006 Mar,Total All Markets,America,Peru,1.5,0.3
2006 Mar,Total All Markets,America,Puerto Rico,47.7,81.8
2006 Mar,Total All Markets,America,St. Vincent And The Grenadines,0,15.3
2006 Mar,Total All Markets,America,Trinidad And Tobago,0,0.2
2006 Mar,Total All Markets,America,United States,3650.5,2430.2
2006 Mar,Total All Markets,America,United States Virgin Islands,0,0
2006 Mar,Total All Markets,America,Uruguay,2.2,0.6
2006 Mar,Total All Markets,America,Venezuela,21.2,1.1
2006 Mar,Total All Markets,Asia,Afghanistan,0.4,0.1
2006 Mar,Total All Markets,Asia,Bahrain,43.2,5.4
2006 Mar,Total All Markets,Asia,Bangladesh,14.1,47.5
2006 Mar,Total All Markets,Asia,Brunei,18,24.8
2006 Mar,Total All Markets,Asia,Cambodia,8.4,28.3
2006 Mar,Total All Markets,Asia,China,3600.5,1877.8
2006 Mar,Total All Markets,Asia,Christmas Island,0,0.3
2006 Mar,Total All Markets,Asia,Hong Kong,563,1912.2
2006 Mar,Total All Markets,Asia,India,553.8,422.1
2006 Mar,Total All Markets,Asia,Indonesia,1770.4,1327.8
2006 Mar,Total All Markets,Asia,Iran,123.1,22.1
2006 Mar,Total All Markets,Asia,Iraq,0,0
2006 Mar,Total All Markets,Asia,Israel,78.3,24.1
2006 Mar,Total All Markets,Asia,Japan,2800.9,1290.6
2006 Mar,Total All Markets,Asia,Jordan,0.7,2
2006 Mar,Total All Markets,Asia,Kazakhstan,0,1
2006 Mar,Total All Markets,Asia,"Korea, Dem Peo Rep Of",0.3,4.6
2006 Mar,Total All Markets,Asia,"Korea, Rep Of",1393.9,506.5
2006 Mar,Total All Markets,Asia,Kuwait,486.4,8.6
2006 Mar,Total All Markets,Asia,Lao,0.1,0.3
2006 Mar,Total All Markets,Asia,Lebanon,0.1,1.5
2006 Mar,Total All Markets,Asia,Macao,3,0.9
2006 Mar,Total All Markets,Asia,Malaysia,4525.9,1816.6
2006 Mar,Total All Markets,Asia,Maldives,0.6,8.4
2006 Mar,Total All Markets,Asia,Mongolia,0,2.4
2006 Mar,Total All Markets,Asia,Myanmar,10.2,37.5
2006 Mar,Total All Markets,Asia,NA,22493,12282.8
2006 Mar,Total All Markets,Asia,Nepal,1.1,0.9
2006 Mar,Total All Markets,Asia,Oman,1.3,7.5
2006 Mar,Total All Markets,Asia,Other Markets Asia,4.3,11.3
2006 Mar,Total All Markets,Asia,Pakistan,4.4,48.1
2006 Mar,Total All Markets,Asia,Philippines,720.8,430.2
2006 Mar,Total All Markets,Asia,Qatar,372,11.9
2006 Mar,Total All Markets,Asia,Saudi Arabia,1242.3,46.6
2006 Mar,Total All Markets,Asia,Sri Lanka,9.8,49.5
2006 Mar,Total All Markets,Asia,Syria,0.1,3.1
2006 Mar,Total All Markets,Asia,Taiwan,1861.9,750.2
2006 Mar,Total All Markets,Asia,Thailand,1349.7,885.2
2006 Mar,Total All Markets,Asia,Turkiye,9.3,18.9
2006 Mar,Total All Markets,Asia,United Arab Emirates,673.5,148
2006 Mar,Total All Markets,Asia,Viet Nam,246.1,494.4
2006 Mar,Total All Markets,Asia,Yemen,0.9,3.4
2006 Mar,Total All Markets,Europe,Austria,92.2,14.5
2006 Mar,Total All Markets,Europe,Belarus,6.5,0.1
2006 Mar,Total All Markets,Europe,Belgium,107.8,78.6
2006 Mar,Total All Markets,Europe,Bulgaria,31.5,1
2006 Mar,Total All Markets,Europe,Croatia,0.6,2.3
2006 Mar,Total All Markets,Europe,Cyprus,0.6,41.2
2006 Mar,Total All Markets,Europe,Czech Rep,14.4,8.4
2006 Mar,Total All Markets,Europe,Denmark,81.1,63.2
2006 Mar,Total All Markets,Europe,Estonia,141.6,0.8
2006 Mar,Total All Markets,Europe,Finland,43.2,29.5
2006 Mar,Total All Markets,Europe,France,748.5,408.4
2006 Mar,Total All Markets,Europe,Germany,968.7,576.8
2006 Mar,Total All Markets,Europe,Greece,4.2,31.9
2006 Mar,Total All Markets,Europe,Hungary,31.2,57.5
2006 Mar,Total All Markets,Europe,Ireland,119.9,111.7
2006 Mar,Total All Markets,Europe,Italy,334.6,28.6
2006 Mar,Total All Markets,Europe,Latvia,62.1,6.6
2006 Mar,Total All Markets,Europe,Lithuania,2.1,0.2
2006 Mar,Total All Markets,Europe,Luxembourg,1.9,34.7
2006 Mar,Total All Markets,Europe,Malta,77,61.7
2006 Mar,Total All Markets,Europe,NA,4276.9,2803.8
2006 Mar,Total All Markets,Europe,Netherlands,236.2,356.6
2006 Mar,Total All Markets,Europe,Norway,41.8,25.8
2006 Mar,Total All Markets,Europe,Other Markets Europe,1.1,1.5
2006 Mar,Total All Markets,Europe,Poland,8.1,8.8
2006 Mar,Total All Markets,Europe,Portugal,33.5,5
2006 Mar,Total All Markets,Europe,Romania,8.7,1.8
2006 Mar,Total All Markets,Europe,Russia,8.3,42.7
2006 Mar,Total All Markets,Europe,Slovakia,3.2,0.6
2006 Mar,Total All Markets,Europe,Slovenia,1.2,1.8
2006 Mar,Total All Markets,Europe,Spain,64,42.1
2006 Mar,Total All Markets,Europe,Svalbard And Jan Mayen Islands,0,0
2006 Mar,Total All Markets,Europe,Sweden,114.3,14.6
2006 Mar,Total All Markets,Europe,Switzerland,256.2,124.3
2006 Mar,Total All Markets,Europe,Ukraine,26.3,9.6
2006 Mar,Total All Markets,Europe,United Kingdom,604.4,611.1
2006 Mar,Total All Markets,NA,NA,31515.8,20235.3
2006 Mar,Total All Markets,Oceania,Antarctica,0,0
2006 Mar,Total All Markets,Oceania,Australia,401.2,925.4
2006 Mar,Total All Markets,Oceania,Fiji,0.2,32.9
2006 Mar,Total All Markets,Oceania,French Polynesia,0.3,29.6
2006 Mar,Total All Markets,Oceania,Guam,0.5,71.2
2006 Mar,Total All Markets,Oceania,Marshall Islands,0.2,43.6
2006 Mar,Total All Markets,Oceania,NA,457.8,1345.6
2006 Mar,Total All Markets,Oceania,New Caledonia,0.1,38.7
2006 Mar,Total All Markets,Oceania,New Zealand,53.7,137.3
2006 Mar,Total All Markets,Oceania,Northern Mariana Islands,0,9.6
2006 Mar,Total All Markets,Oceania,Other Markets Oceania,0.1,25.9
2006 Mar,Total All Markets,Oceania,Papua New Guinea,1.5,22.3
2006 Mar,Total All Markets,Oceania,Samoa,0,4
2006 Mar,Total All Markets,Oceania,Solomon Islands,0,2.1
2006 Mar,Total All Markets,Oceania,Vanuatu,0,2.9
2006 May,Total All Markets,Africa,Algeria,0,2.4
2006 May,Total All Markets,Africa,Angola,0.1,0.3
2006 May,Total All Markets,Africa,Benin,0,0.7
2006 May,Total All Markets,Africa,Cameroon,0.1,0.9
2006 May,Total All Markets,Africa,Cape Verde,0,0
2006 May,Total All Markets,Africa,Comoros,0.2,0.1
2006 May,Total All Markets,Africa,"Congo, Dem Rep Of",0,0.5
2006 May,Total All Markets,Africa,Cote D'ivoire,0.5,0.2
2006 May,Total All Markets,Africa,Djibouti,0,0.6
2006 May,Total All Markets,Africa,Egypt,24.6,14.9
2006 May,Total All Markets,Africa,Ethiopia,0,0.3
2006 May,Total All Markets,Africa,Gabon,0,1.6
2006 May,Total All Markets,Africa,Ghana,0.2,1.4
2006 May,Total All Markets,Africa,Guinea,0,0
2006 May,Total All Markets,Africa,Kenya,2.5,1.8
2006 May,Total All Markets,Africa,Liberia,0,135.5
2006 May,Total All Markets,Africa,Libya,0,0.1
2006 May,Total All Markets,Africa,Madagascar,3.1,1.6
2006 May,Total All Markets,Africa,Mauritius,0.8,3.3
2006 May,Total All Markets,Africa,Morocco,36.9,32.1
2006 May,Total All Markets,Africa,Mozambique,1.1,0.4
2006 May,Total All Markets,Africa,NA,143.8,289.6
2006 May,Total All Markets,Africa,Nigeria,0.5,7.5
2006 May,Total All Markets,Africa,Other Markets Africa,17.6,3.9
2006 May,Total All Markets,Africa,Reunion,1.4,45.2
2006 May,Total All Markets,Africa,Seychelles,0.1,1.9
2006 May,Total All Markets,Africa,Sierra Leone,0,0.2
2006 May,Total All Markets,Africa,Somalia,0,0
2006 May,Total All Markets,Africa,South Africa,50.5,28.3
2006 May,Total All Markets,Africa,Sudan,0,1.3
2006 May,Total All Markets,Africa,Swaziland,0.9,0.2
2006 May,Total All Markets,Africa,Tanzania,0.3,0.9
2006 May,Total All Markets,Africa,Tunisia,0.2,1.4
2006 May,Total All Markets,Africa,Zambia,0.9,0
2006 May,Total All Markets,Africa,Zimbabwe,1.2,0.1
2006 May,Total All Markets,America,Antigua And Barbuda,0,17.1
2006 May,Total All Markets,America,Argentina,27.5,4
2006 May,Total All Markets,America,Bahamas,46.7,33.4
2006 May,Total All Markets,America,Bermuda,0,14.2
2006 May,Total All Markets,America,Brazil,82.5,87.7
2006 May,Total All Markets,America,Canada,119.9,60.3
2006 May,Total All Markets,America,Chile,19.1,1.5
2006 May,Total All Markets,America,Colombia,36.3,19.3
2006 May,Total All Markets,America,Costa Rica,22.3,2.6
2006 May,Total All Markets,America,Cuba,0.3,0
2006 May,Total All Markets,America,Dominican Rep,2.8,0.8
2006 May,Total All Markets,America,Ecuador,4.2,0.3
2006 May,Total All Markets,America,El Salvador,1.7,0
2006 May,Total All Markets,America,Guatemala,0.3,0.3
2006 May,Total All Markets,America,Guyana,0,0
2006 May,Total All Markets,America,Honduras,0,1.4
2006 May,Total All Markets,America,Jamaica,0.2,0.6
2006 May,Total All Markets,America,Mexico,74.8,88.8
2006 May,Total All Markets,America,NA,4209.1,2906.2
2006 May,Total All Markets,America,Netherlands Antilles,0,0
2006 May,Total All Markets,America,Other Markets America,0.5,6.7
2006 May,Total All Markets,America,Panama,0.7,363.2
2006 May,Total All Markets,America,Paraguay,0.1,0
2006 May,Total All Markets,America,Peru,11.9,0.4
2006 May,Total All Markets,America,Puerto Rico,9.1,49
2006 May,Total All Markets,America,St. Vincent And The Grenadines,0,7.6
2006 May,Total All Markets,America,Trinidad And Tobago,0,1.1
2006 May,Total All Markets,America,United States,3694.7,2145.1
2006 May,Total All Markets,America,United States Virgin Islands,0,0
2006 May,Total All Markets,America,Uruguay,2.1,0.2
2006 May,Total All Markets,America,Venezuela,51.2,0.7
2006 May,Total All Markets,Asia,Afghanistan,1.1,0.1
2006 May,Total All Markets,Asia,Bahrain,58.4,8.6
2006 May,Total All Markets,Asia,Bangladesh,17.5,38.9
2006 May,Total All Markets,Asia,Brunei,13.5,28
2006 May,Total All Markets,Asia,Cambodia,13.1,35.1
2006 May,Total All Markets,Asia,China,3432.1,1666.4
2006 May,Total All Markets,Asia,Christmas Island,0,0
2006 May,Total All Markets,Asia,Hong Kong,572.8,1930.8
2006 May,Total All Markets,Asia,India,636.4,409.6
2006 May,Total All Markets,Asia,Indonesia,2143.5,1334.4
2006 May,Total All Markets,Asia,Iran,247.4,14.6
2006 May,Total All Markets,Asia,Iraq,102.2,0
2006 May,Total All Markets,Asia,Israel,62.2,23.6
2006 May,Total All Markets,Asia,Japan,2490.6,1218.2
2006 May,Total All Markets,Asia,Jordan,0.2,1.9
2006 May,Total All Markets,Asia,Kazakhstan,0,1.4
2006 May,Total All Markets,Asia,"Korea, Dem Peo Rep Of",1.3,5.2
2006 May,Total All Markets,Asia,"Korea, Rep Of",1450.1,463.4
2006 May,Total All Markets,Asia,Kuwait,591.1,9.9
2006 May,Total All Markets,Asia,Lao,0,0.1
2006 May,Total All Markets,Asia,Lebanon,0,2
2006 May,Total All Markets,Asia,Macao,2.7,1
2006 May,Total All Markets,Asia,Malaysia,4269.1,2018.7
2006 May,Total All Markets,Asia,Maldives,0.4,10.2
2006 May,Total All Markets,Asia,Mongolia,0,2.1
2006 May,Total All Markets,Asia,Myanmar,8.8,25.9
2006 May,Total All Markets,Asia,NA,23544.4,11978.1
2006 May,Total All Markets,Asia,Nepal,0.4,1
2006 May,Total All Markets,Asia,Oman,1.3,10.2
2006 May,Total All Markets,Asia,Other Markets Asia,21.5,4.2
2006 May,Total All Markets,Asia,Pakistan,6.6,38.2
2006 May,Total All Markets,Asia,Philippines,837.7,447.2
2006 May,Total All Markets,Asia,Qatar,526.2,23.4
2006 May,Total All Markets,Asia,Saudi Arabia,1964.2,38.4
2006 May,Total All Markets,Asia,Sri Lanka,6.5,43.2
2006 May,Total All Markets,Asia,Syria,0,1.3
2006 May,Total All Markets,Asia,Taiwan,2148.8,694.3
2006 May,Total All Markets,Asia,Thailand,1097.5,717.6
2006 May,Total All Markets,Asia,Turkiye,24.5,17.4
2006 May,Total All Markets,Asia,United Arab Emirates,663.6,171.9
2006 May,Total All Markets,Asia,Viet Nam,129.8,516.3
2006 May,Total All Markets,Asia,Yemen,1.1,3.5
2006 May,Total All Markets,Europe,Austria,94.2,12.8
2006 May,Total All Markets,Europe,Belarus,1.5,0
2006 May,Total All Markets,Europe,Belgium,92.6,128.6
2006 May,Total All Markets,Europe,Bulgaria,17.3,0.7
2006 May,Total All Markets,Europe,Croatia,0.5,0.4
2006 May,Total All Markets,Europe,Cyprus,0.5,44.1
2006 May,Total All Markets,Europe,Czech Rep,10.5,9.9
2006 May,Total All Markets,Europe,Denmark,36.7,49.2
2006 May,Total All Markets,Europe,Estonia,0.4,0.8
2006 May,Total All Markets,Europe,Finland,46.6,19.6
2006 May,Total All Markets,Europe,France,814.1,268.1
2006 May,Total All Markets,Europe,Germany,806.7,450.7
2006 May,Total All Markets,Europe,Greece,12.6,41.3
2006 May,Total All Markets,Europe,Hungary,17.1,47.3
2006 May,Total All Markets,Europe,Ireland,188.4,194.4
2006 May,Total All Markets,Europe,Italy,302.7,42
2006 May,Total All Markets,Europe,Latvia,0.1,0.2
2006 May,Total All Markets,Europe,Lithuania,0.4,0.1
2006 May,Total All Markets,Europe,Luxembourg,1.1,20.1
2006 May,Total All Markets,Europe,Malta,55.2,58.8
2006 May,Total All Markets,Europe,NA,4245.7,2643.5
2006 May,Total All Markets,Europe,Netherlands,260.5,342.2
2006 May,Total All Markets,Europe,Norway,62.8,26.7
2006 May,Total All Markets,Europe,Other Markets Europe,0.5,1.7
2006 May,Total All Markets,Europe,Poland,9.6,5
2006 May,Total All Markets,Europe,Portugal,29.5,4
2006 May,Total All Markets,Europe,Romania,12.4,2.6
2006 May,Total All Markets,Europe,Russia,180,37.1
2006 May,Total All Markets,Europe,Slovakia,4,3.1
2006 May,Total All Markets,Europe,Slovenia,1.1,0.7
2006 May,Total All Markets,Europe,Spain,76.2,69.1
2006 May,Total All Markets,Europe,Svalbard And Jan Mayen Islands,0,0
2006 May,Total All Markets,Europe,Sweden,117,12.7
2006 May,Total All Markets,Europe,Switzerland,215.6,124.4
2006 May,Total All Markets,Europe,Ukraine,67.3,6.3
2006 May,Total All Markets,Europe,United Kingdom,710,618.9
2006 May,Total All Markets,NA,NA,32627.8,19481.9
2006 May,Total All Markets,Oceania,Antarctica,0,0
2006 May,Total All Markets,Oceania,Australia,442.1,1170.8
2006 May,Total All Markets,Oceania,Fiji,0.5,59.2
2006 May,Total All Markets,Oceania,French Polynesia,0.2,43.3
2006 May,Total All Markets,Oceania,Guam,0.1,114
2006 May,Total All Markets,Oceania,Marshall Islands,0,45.3
2006 May,Total All Markets,Oceania,NA,484.9,1664.5
2006 May,Total All Markets,Oceania,New Caledonia,0,26.8
2006 May,Total All Markets,Oceania,New Zealand,39.4,137.4
2006 May,Total All Markets,Oceania,Northern Mariana Islands,0,25.2
2006 May,Total All Markets,Oceania,Other Markets Oceania,0.1,14.7
2006 May,Total All Markets,Oceania,Papua New Guinea,1.6,9.1
2006 May,Total All Markets,Oceania,Samoa,0,6.6
2006 May,Total All Markets,Oceania,Solomon Islands,0.8,6.5
2006 May,Total All Markets,Oceania,Vanuatu,0.1,5.5
2006 Nov,Total All Markets,Africa,Algeria,0,1.2
2006 Nov,Total All Markets,Africa,Angola,0.1,0.2
2006 Nov,Total All Markets,Africa,Benin,0.1,1.1
2006 Nov,Total All Markets,Africa,Cameroon,0.2,2.2
2006 Nov,Total All Markets,Africa,Cape Verde,0,0
2006 Nov,Total All Markets,Africa,Comoros,0.4,0.6
2006 Nov,Total All Markets,Africa,"Congo, Dem Rep Of",0.2,0.2
2006 Nov,Total All Markets,Africa,Cote D'ivoire,0.5,0.5
2006 Nov,Total All Markets,Africa,Djibouti,0,0.2
2006 Nov,Total All Markets,Africa,Egypt,17.2,14
2006 Nov,Total All Markets,Africa,Ethiopia,0,0.7
2006 Nov,Total All Markets,Africa,Gabon,2.3,0.5
2006 Nov,Total All Markets,Africa,Ghana,0.9,2.3
2006 Nov,Total All Markets,Africa,Guinea,0.1,0
2006 Nov,Total All Markets,Africa,Kenya,2.4,2.4
2006 Nov,Total All Markets,Africa,Liberia,0,120
2006 Nov,Total All Markets,Africa,Libya,0,1.7
2006 Nov,Total All Markets,Africa,Madagascar,3.2,1
2006 Nov,Total All Markets,Africa,Mauritius,1,3.9
2006 Nov,Total All Markets,Africa,Morocco,37.2,28.3
2006 Nov,Total All Markets,Africa,Mozambique,0,0.2
2006 Nov,Total All Markets,Africa,NA,165.6,271.3
2006 Nov,Total All Markets,Africa,Nigeria,0.2,3
2006 Nov,Total All Markets,Africa,Other Markets Africa,2.2,2.5
2006 Nov,Total All Markets,Africa,Reunion,0.3,50.2
2006 Nov,Total All Markets,Africa,Seychelles,2.7,2.1
2006 Nov,Total All Markets,Africa,Sierra Leone,0.4,0.1
2006 Nov,Total All Markets,Africa,Somalia,0,0
2006 Nov,Total All Markets,Africa,South Africa,92.6,30.2
2006 Nov,Total All Markets,Africa,Sudan,0.1,0.4
2006 Nov,Total All Markets,Africa,Swaziland,0.1,0
2006 Nov,Total All Markets,Africa,Tanzania,0.2,0.6
2006 Nov,Total All Markets,Africa,Tunisia,0.4,0.5
2006 Nov,Total All Markets,Africa,Zambia,0.4,0
2006 Nov,Total All Markets,Africa,Zimbabwe,0.2,0.4
2006 Nov,Total All Markets,America,Antigua And Barbuda,0,14.1
2006 Nov,Total All Markets,America,Argentina,4.3,5.8
2006 Nov,Total All Markets,America,Bahamas,0.2,38.6
2006 Nov,Total All Markets,America,Bermuda,0,3.5
2006 Nov,Total All Markets,America,Brazil,81,101.2
2006 Nov,Total All Markets,America,Canada,110.2,47.1
2006 Nov,Total All Markets,America,Chile,11.9,1.6
2006 Nov,Total All Markets,America,Colombia,27.5,6.7
2006 Nov,Total All Markets,America,Costa Rica,22.4,1.1
2006 Nov,Total All Markets,America,Cuba,0.2,0.1
2006 Nov,Total All Markets,America,Dominican Rep,1.6,0.3
2006 Nov,Total All Markets,America,Ecuador,0.4,1.1
2006 Nov,Total All Markets,America,El Salvador,4.4,0.7
2006 Nov,Total All Markets,America,Guatemala,0.8,0.4
2006 Nov,Total All Markets,America,Guyana,0,0
2006 Nov,Total All Markets,America,Honduras,0,1.1
2006 Nov,Total All Markets,America,Jamaica,0.1,0.7
2006 Nov,Total All Markets,America,Mexico,62.3,91.6
2006 Nov,Total All Markets,America,NA,5104.3,2910.5
2006 Nov,Total All Markets,America,Netherlands Antilles,111.3,2.3
2006 Nov,Total All Markets,America,Other Markets America,32.1,12.2
2006 Nov,Total All Markets,America,Panama,0.3,349.2
2006 Nov,Total All Markets,America,Paraguay,0.1,0
2006 Nov,Total All Markets,America,Peru,0.3,0.6
2006 Nov,Total All Markets,America,Puerto Rico,67.4,64.2
2006 Nov,Total All Markets,America,St. Vincent And The Grenadines,0,14.1
2006 Nov,Total All Markets,America,Trinidad And Tobago,0,0.4
2006 Nov,Total All Markets,America,United States,4550,2150.7
2006 Nov,Total All Markets,America,United States Virgin Islands,0,0
2006 Nov,Total All Markets,America,Uruguay,1.2,0.6
2006 Nov,Total All Markets,America,Venezuela,14.1,0.7
2006 Nov,Total All Markets,Asia,Afghanistan,0.6,0.1
2006 Nov,Total All Markets,Asia,Bahrain,14,4.8
2006 Nov,Total All Markets,Asia,Bangladesh,8,29.1
2006 Nov,Total All Markets,Asia,Brunei,7.4,28.7
2006 Nov,Total All Markets,Asia,Cambodia,6.2,26.1
2006 Nov,Total All Markets,Asia,China,3870.6,1640
2006 Nov,Total All Markets,Asia,Christmas Island,0,0.1
2006 Nov,Total All Markets,Asia,Hong Kong,565,1722.5
2006 Nov,Total All Markets,Asia,India,533.6,417.9
2006 Nov,Total All Markets,Asia,Indonesia,2140.1,1308.6
2006 Nov,Total All Markets,Asia,Iran,182.8,21.1
2006 Nov,Total All Markets,Asia,Iraq,0,0
2006 Nov,Total All Markets,Asia,Israel,64,31.9
2006 Nov,Total All Markets,Asia,Japan,2671.6,1099.5
2006 Nov,Total All Markets,Asia,Jordan,0.2,2.2
2006 Nov,Total All Markets,Asia,Kazakhstan,1.3,4
2006 Nov,Total All Markets,Asia,"Korea, Dem Peo Rep Of",3.9,6.5
2006 Nov,Total All Markets,Asia,"Korea, Rep Of",1464.3,505.5
2006 Nov,Total All Markets,Asia,Kuwait,664.7,9.6
2006 Nov,Total All Markets,Asia,Lao,0.1,0.7
2006 Nov,Total All Markets,Asia,Lebanon,0.2,2.1
2006 Nov,Total All Markets,Asia,Macao,3.3,2.1
2006 Nov,Total All Markets,Asia,Malaysia,3998.1,1828.7
2006 Nov,Total All Markets,Asia,Maldives,0.2,8.2
2006 Nov,Total All Markets,Asia,Mongolia,0,2.4
2006 Nov,Total All Markets,Asia,Myanmar,9.2,27.2
2006 Nov,Total All Markets,Asia,NA,22074.7,11042
2006 Nov,Total All Markets,Asia,Nepal,0.1,2.2
2006 Nov,Total All Markets,Asia,Oman,0.8,10.4
2006 Nov,Total All Markets,Asia,Other Markets Asia,0.5,4.4
2006 Nov,Total All Markets,Asia,Pakistan,5,41.2
2006 Nov,Total All Markets,Asia,Philippines,775.3,361.2
2006 Nov,Total All Markets,Asia,Qatar,352,22.6
2006 Nov,Total All Markets,Asia,Saudi Arabia,939.3,45.5
2006 Nov,Total All Markets,Asia,Sri Lanka,6.1,36.8
2006 Nov,Total All Markets,Asia,Syria,0.1,1.1
2006 Nov,Total All Markets,Asia,Taiwan,1973,574.4
2006 Nov,Total All Markets,Asia,Thailand,1077.9,729.2
2006 Nov,Total All Markets,Asia,Turkiye,10.7,22.2
2006 Nov,Total All Markets,Asia,United Arab Emirates,470,152.1
2006 Nov,Total All Markets,Asia,Viet Nam,254.1,304.9
2006 Nov,Total All Markets,Asia,Yemen,0.5,4.3
2006 Nov,Total All Markets,Europe,Austria,102.3,10
2006 Nov,Total All Markets,Europe,Belarus,2,0
2006 Nov,Total All Markets,Europe,Belgium,109.1,122.6
2006 Nov,Total All Markets,Europe,Bulgaria,16.7,0.2
2006 Nov,Total All Markets,Europe,Croatia,0.9,1.9
2006 Nov,Total All Markets,Europe,Cyprus,0.3,39.2
2006 Nov,Total All Markets,Europe,Czech Rep,14.4,9.7
2006 Nov,Total All Markets,Europe,Denmark,42.2,16.8
2006 Nov,Total All Markets,Europe,Estonia,0.7,1.3
2006 Nov,Total All Markets,Europe,Finland,51.8,20.7
2006 Nov,Total All Markets,Europe,France,645,536.2
2006 Nov,Total All Markets,Europe,Germany,962.4,682.7
2006 Nov,Total All Markets,Europe,Greece,5.1,26.2
2006 Nov,Total All Markets,Europe,Hungary,20.3,37.7
2006 Nov,Total All Markets,Europe,Ireland,96.4,132.7
2006 Nov,Total All Markets,Europe,Italy,378.3,42.7
